game,day,CDA.score,CH.score,CDA.score.marketshare,CH.score.marketshare,CDA.score.profit,CH.score.profit,CDA.score.transactionrate,CH.score.transactionrate,CDA.profit,CH.profit,CDA.trader,CH.trader,CDA.fee.registration,CDA.fee.information,CDA.fee.shout,CDA.fee.transaction,CDA.fee.profit,CH.fee.registration,CH.fee.information,CH.fee.shout,CH.fee.transaction,CH.fee.profit,global.equilibrium.price
0,0,+0.492,+0.718,+0.475,+0.525,+0.267,+0.733,+0.733,+0.895,+28.088,+77.229,+19.000,+21.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,1,+0.533,+0.704,+0.475,+0.525,+0.309,+0.691,+0.815,+0.895,+30.808,+69.053,+19.000,+21.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,2,+0.485,+0.712,+0.475,+0.525,+0.271,+0.729,+0.710,+0.882,+27.354,+73.497,+19.000,+21.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,3,+0.490,+0.729,+0.425,+0.575,+0.288,+0.712,+0.759,+0.900,+30.588,+75.695,+17.000,+23.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,4,+0.476,+0.744,+0.425,+0.575,+0.243,+0.757,+0.759,+0.900,+25.720,+80.101,+17.000,+23.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,5,+0.463,+0.750,+0.400,+0.600,+0.206,+0.794,+0.783,+0.857,+22.995,+88.594,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,6,+0.444,+0.752,+0.400,+0.600,+0.212,+0.788,+0.720,+0.870,+22.830,+84.680,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,7,+0.527,+0.684,+0.400,+0.600,+0.367,+0.633,+0.812,+0.821,+40.020,+68.966,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,8,+0.474,+0.757,+0.375,+0.625,+0.232,+0.768,+0.815,+0.878,+22.595,+74.794,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,9,+0.505,+0.741,+0.400,+0.600,+0.234,+0.766,+0.880,+0.857,+22.889,+75.038,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,10,+0.475,+0.732,+0.425,+0.575,+0.243,+0.757,+0.759,+0.865,+22.633,+70.560,+17.000,+23.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,11,+0.507,+0.756,+0.450,+0.550,+0.231,+0.769,+0.839,+0.947,+23.987,+79.933,+18.000,+22.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,12,+0.429,+0.766,+0.375,+0.625,+0.184,+0.816,+0.727,+0.857,+18.219,+80.903,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,13,+0.353,+0.836,+0.275,+0.725,+0.151,+0.849,+0.632,+0.933,+15.537,+87.384,+11.000,+29.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,14,+0.427,+0.770,+0.325,+0.675,+0.236,+0.764,+0.720,+0.872,+23.877,+77.125,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,15,+0.375,+0.800,+0.250,+0.750,+0.168,+0.832,+0.706,+0.818,+15.809,+78.055,+10.000,+30.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,16,+0.474,+0.779,+0.275,+0.725,+0.239,+0.761,+0.909,+0.850,+26.192,+83.582,+11.000,+29.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,17,+0.488,+0.758,+0.375,+0.625,+0.209,+0.791,+0.880,+0.857,+21.145,+79.958,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,18,+0.399,+0.801,+0.325,+0.675,+0.207,+0.793,+0.667,+0.933,+20.802,+79.911,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,19,+0.397,+0.836,+0.250,+0.750,+0.162,+0.838,+0.778,+0.920,+17.035,+87.796,+10.000,+30.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,20,+0.406,+0.818,+0.325,+0.675,+0.157,+0.843,+0.737,+0.936,+14.281,+76.463,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,21,+0.402,+0.817,+0.250,+0.750,+0.177,+0.823,+0.778,+0.878,+14.844,+68.976,+10.000,+30.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,22,+0.410,+0.806,+0.275,+0.725,+0.176,+0.824,+0.778,+0.870,+16.682,+77.958,+11.000,+29.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,23,+0.490,+0.766,+0.350,+0.650,+0.251,+0.749,+0.870,+0.900,+26.997,+80.461,+14.000,+26.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,24,+0.454,+0.800,+0.300,+0.700,+0.193,+0.807,+0.870,+0.894,+21.446,+89.406,+12.000,+28.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,25,+0.453,+0.738,+0.400,+0.600,+0.265,+0.735,+0.692,+0.878,+30.553,+84.550,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,26,+0.423,+0.813,+0.250,+0.750,+0.176,+0.824,+0.842,+0.864,+20.537,+96.285,+10.000,+30.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,27,+0.486,+0.744,+0.325,+0.675,+0.294,+0.706,+0.839,+0.850,+31.218,+75.095,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,28,+0.428,+0.777,+0.325,+0.675,+0.221,+0.779,+0.737,+0.878,+21.804,+76.840,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,29,+0.372,+0.820,+0.250,+0.750,+0.165,+0.835,+0.700,+0.875,+18.143,+91.700,+10.000,+30.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,30,+0.425,+0.851,+0.200,+0.800,+0.151,+0.849,+0.923,+0.906,+15.555,+87.334,+8.000,+32.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,31,+0.456,+0.776,+0.275,+0.725,+0.236,+0.764,+0.857,+0.840,+23.624,+76.382,+11.000,+29.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,32,+0.438,+0.768,+0.300,+0.700,+0.286,+0.714,+0.727,+0.889,+28.004,+69.997,+12.000,+28.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,33,+0.501,+0.712,+0.325,+0.675,+0.288,+0.712,+0.889,+0.750,+25.600,+63.282,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,34,+0.488,+0.708,+0.425,+0.575,+0.280,+0.720,+0.759,+0.829,+29.106,+74.978,+17.000,+23.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,35,+0.478,+0.761,+0.325,+0.675,+0.293,+0.707,+0.815,+0.900,+31.836,+76.714,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,36,+0.460,+0.789,+0.325,+0.675,+0.236,+0.764,+0.818,+0.927,+23.159,+75.084,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,37,+0.476,+0.778,+0.300,+0.700,+0.294,+0.706,+0.833,+0.927,+28.779,+69.116,+12.000,+28.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,38,+0.601,+0.634,+0.475,+0.525,+0.458,+0.542,+0.872,+0.833,+46.598,+55.231,+19.000,+21.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,39,+0.567,+0.655,+0.450,+0.550,+0.409,+0.591,+0.842,+0.824,+45.016,+65.058,+18.000,+22.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,40,+0.518,+0.714,+0.400,+0.600,+0.353,+0.647,+0.800,+0.895,+31.601,+57.941,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,41,+0.483,+0.712,+0.400,+0.600,+0.298,+0.702,+0.750,+0.833,+28.120,+66.268,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,42,+0.514,+0.740,+0.400,+0.600,+0.318,+0.682,+0.824,+0.938,+33.892,+72.734,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,43,+0.526,+0.728,+0.400,+0.600,+0.312,+0.688,+0.867,+0.895,+32.331,+71.246,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,44,+0.628,+0.619,+0.500,+0.500,+0.501,+0.499,+0.884,+0.857,+51.823,+51.619,+20.000,+20.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,45,+0.561,+0.643,+0.450,+0.550,+0.410,+0.590,+0.824,+0.788,+31.933,+45.964,+18.000,+22.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,46,+0.545,+0.677,+0.450,+0.550,+0.386,+0.614,+0.800,+0.867,+37.229,+59.215,+18.000,+22.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,47,+0.548,+0.693,+0.400,+0.600,+0.411,+0.589,+0.833,+0.889,+38.766,+55.552,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,48,+0.475,+0.750,+0.375,+0.625,+0.316,+0.684,+0.733,+0.941,+28.269,+61.319,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,49,+0.537,+0.659,+0.450,+0.550,+0.373,+0.627,+0.788,+0.800,+35.472,+59.527,+18.000,+22.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,50,+0.545,+0.655,+0.400,+0.600,+0.386,+0.614,+0.848,+0.750,+32.333,+51.409,+16.000,+24.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,51,+0.596,+0.572,+0.475,+0.525,+0.500,+0.500,+0.812,+0.692,+35.475,+35.433,+19.000,+21.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,52,+0.558,+0.658,+0.425,+0.575,+0.439,+0.561,+0.811,+0.839,+39.664,+50.772,+17.000,+23.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,53,+0.452,+0.738,+0.375,+0.625,+0.290,+0.710,+0.690,+0.878,+27.104,+66.258,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,54,+0.532,+0.668,+0.425,+0.575,+0.359,+0.641,+0.812,+0.788,+33.253,+59.417,+17.000,+23.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,55,+0.465,+0.749,+0.350,+0.650,+0.245,+0.755,+0.800,+0.842,+22.873,+70.662,+14.000,+26.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,56,+0.570,+0.696,+0.375,+0.625,+0.431,+0.569,+0.903,+0.895,+39.403,+52.039,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,57,+0.613,+0.587,+0.425,+0.575,+0.556,+0.444,+0.857,+0.743,+48.098,+38.343,+17.000,+23.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,58,+0.489,+0.772,+0.350,+0.650,+0.261,+0.739,+0.857,+0.927,+23.542,+66.607,+14.000,+26.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,59,+0.494,+0.785,+0.300,+0.700,+0.260,+0.740,+0.923,+0.914,+26.321,+75.018,+12.000,+28.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,60,+0.484,+0.715,+0.375,+0.625,+0.290,+0.710,+0.786,+0.810,+28.061,+68.765,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,61,+0.523,+0.732,+0.375,+0.625,+0.337,+0.663,+0.857,+0.909,+28.978,+56.998,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,62,+0.533,+0.729,+0.350,+0.650,+0.320,+0.680,+0.929,+0.857,+33.703,+71.460,+14.000,+26.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,63,+0.507,+0.721,+0.375,+0.625,+0.334,+0.666,+0.812,+0.872,+35.022,+69.855,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,64,+0.520,+0.687,+0.375,+0.625,+0.397,+0.603,+0.788,+0.833,+37.301,+56.719,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,65,+0.540,+0.706,+0.375,+0.625,+0.397,+0.603,+0.848,+0.889,+37.520,+57.051,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,66,+0.535,+0.748,+0.325,+0.675,+0.339,+0.661,+0.941,+0.909,+35.494,+69.070,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,67,+0.492,+0.707,+0.350,+0.650,+0.357,+0.643,+0.769,+0.828,+31.645,+57.093,+14.000,+26.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,68,+0.480,+0.771,+0.300,+0.700,+0.250,+0.750,+0.889,+0.864,+31.565,+94.729,+12.000,+28.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,69,+0.488,+0.742,+0.325,+0.675,+0.339,+0.661,+0.800,+0.889,+31.693,+61.890,+13.000,+27.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,70,+0.486,+0.722,+0.375,+0.625,+0.323,+0.677,+0.759,+0.865,+29.280,+61.323,+15.000,+25.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,71,+0.517,+0.688,+0.350,+0.650,+0.375,+0.625,+0.828,+0.788,+30.593,+51.083,+14.000,+26.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,72,+0.503,+0.764,+0.275,+0.725,+0.304,+0.696,+0.929,+0.872,+29.256,+66.970,+11.000,+29.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,73,+0.425,+0.769,+0.300,+0.700,+0.249,+0.751,+0.727,+0.857,+25.678,+77.533,+12.000,+28.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,74,+0.444,+0.766,+0.300,+0.700,+0.281,+0.719,+0.750,+0.878,+22.965,+58.666,+12.000,+28.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,75,+0.457,+0.776,+0.275,+0.725,+0.255,+0.745,+0.842,+0.857,+23.079,+67.342,+11.000,+29.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,76,+0.436,+0.798,+0.275,+0.725,+0.214,+0.786,+0.818,+0.884,+21.805,+80.293,+11.000,+29.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
0,77,+0.470,+0.785,+0.300,+0.700,+0.295,+0.705,+0.815,+0.950,+29.799,+71.270,+12.000,+28.000,+0.100,+0.200,+0.300,+0.400,+0.100,+0.100,+0.200,+0.300,+0.400,+0.100,+103.637
